18:06:48.896 WindowManager                  trimMemory level: 15
18:07:35.865 WM-SystemFgDispatcher          Removing Notification (id: 1, workSpecId: WorkGenerationalId(workSpecId=9a603aa7-5999-41bc-8089-ddba08216c10, generation=0), notificationType: 1
18:07:35.865 NotificationManager            com.compressphotofast: cancel(1)
18:07:35.868 WM-GreedyScheduler             Cancelling work ID 9a603aa7-5999-41bc-8089-ddba08216c10
18:07:35.883 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:35.883 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265623
18:07:35.965 LogUtil                        [ПРОЦЕСС] DATE_MODIFIED восстановлен через File.setLastModified(): 1776611252000
18:07:35.965 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265857
18:07:35.968 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:35.968 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265623
18:07:35.968 LogUtil                        [ПРОЦЕСС] Применено 35 EXIF-тегов к content://media/external/images/media/265861
18:07:36.412                                [ПРОЦЕСС] MediaStore.update() вернул 0 строк, пробуем fallback
18:07:36.424                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776599961432 для URI: content://media/external/images/media/265623
18:07:36.424                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265623
18:07:36.424                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:36.570                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776611255000 для URI: content://media/external/images/media/265857
18:07:36.570                                [ПРОЦЕСС] ✅ EXIF маркер успешно сохранен и верифицирован
18:07:36.570                                [ПРОЦЕСС] Применение EXIF данных из памяти: успешно
18:07:36.586                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776599961432 для URI: content://media/external/images/media/265623
18:07:36.586                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265623
18:07:36.586                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:36.586                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265623
18:07:36.586                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265618 -> true
18:07:36.588                                [ПРОЦЕСС] DATE_MODIFIED восстановлен через File.setLastModified(): 1776611253000
18:07:36.588 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265861
18:07:36.664 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776611255749 для URI: content://media/external/images/media/265861
18:07:36.664                                [ПРОЦЕСС] ✅ EXIF маркер успешно сохранен и верифицирован
18:07:36.665                                [ПРОЦЕСС] Применение EXIF данных из памяти: успешно
18:07:36.672 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265618
18:07:36.858                                provider != null. Start to getTypeAsync:content://media/external/images/media/265618
18:07:36.867 LogUtil                        [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265850 после задержки
18:07:36.871                                [ПРОЦЕСС] Финальная верификация успешна: маркер сжатия присутствует в URI
18:07:36.871                                [ПРОЦЕСС] Кэш URI инвалидирован: content://media/external/images/media/265861
18:07:36.871                                [ПРОЦЕСС] Установлен период игнорирования для URI: content://media/external/images/media/265861 до Sun Apr 19 18:07:41 GMT+03:00 2026
18:07:36.872                                [ПРОЦЕСС] URI удалён (safe): content://media/external/images/media/265861
18:07:36.872                                [ПРОЦЕСС] Финальная верификация успешна: маркер сжатия присутствует в URI
18:07:36.873                                [ПРОЦЕСС] Кэш URI инвалидирован: content://media/external/images/media/265857
18:07:36.873                                [ПРОЦЕСС] Установлен период игнорирования для URI: content://media/external/images/media/265857 до Sun Apr 19 18:07:41 GMT+03:00 2026
18:07:36.873                                [ПРОЦЕСС] URI удалён (safe): content://media/external/images/media/265857
18:07:36.968                                [ПРОЦЕСС] Добавлен результат в батч auto_batch_1_1776611217325: IMG_20260419_180635_1.jpg (15)
18:07:36.968                                [ПРОЦЕСС] Добавлен результат в батч auto_batch_1_1776611217325: IMG_20260419_180635.jpg (16)
18:07:36.972 WM-Processor                   Moving WorkSpec (6c97be25-f32a-4ad0-8bcd-08b1ac9337a7) to the foreground
18:07:36.974 LogUtil                        [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265850 -> true
18:07:36.974                                [ПРОЦЕСС] URI в периоде игнорирования: content://media/external/images/media/265850
18:07:36.976 WM-SystemFgDispatcher          Notifying with (id:1, workSpecId: 6c97be25-f32a-4ad0-8bcd-08b1ac9337a7, notificationType :1)
18:07:36.978 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:36.978 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265618
18:07:36.980 LogUtil                        [ПРОЦЕСС] URI удален из отслеживаемых: content://media/external/images/media/265857
18:07:36.980                                [ПРОЦЕСС] URI добавлен в список недавно обработанных: content://media/external/images/media/265857
18:07:36.981 WM-Processor                   Moving WorkSpec (73bcde02-fab9-417c-864a-1c34fbd25f67) to the foreground
18:07:36.986 WM-SystemFgDispatcher          Notifying with (id:1, workSpecId: 73bcde02-fab9-417c-864a-1c34fbd25f67, notificationType :1)
18:07:36.987 WM-WorkerWrapper               Worker result SUCCESS for Work [ id=6c97be25-f32a-4ad0-8bcd-08b1ac9337a7, tags={ com.compressphotofast.worker.ImageCompressionWorker,compress_80979411 } ]
18:07:36.988 LogUtil                        [ПРОЦЕСС] URI удален из отслеживаемых: content://media/external/images/media/265861
18:07:36.988                                [ПРОЦЕСС] URI добавлен в список недавно обработанных: content://media/external/images/media/265861
18:07:36.991 WM-Processor                   Processor 6c97be25-f32a-4ad0-8bcd-08b1ac9337a7 executed; reschedule = false
18:07:36.991 WM-SystemJobService            6c97be25-f32a-4ad0-8bcd-08b1ac9337a7 executed on JobScheduler
18:07:36.991 WM-SystemFgDispatcher          Removing Notification (id: 1, workSpecId: WorkGenerationalId(workSpecId=6c97be25-f32a-4ad0-8bcd-08b1ac9337a7, generation=0), notificationType: 1
18:07:36.991 NotificationManager            com.compressphotofast: cancel(1)
18:07:36.992 WM-WorkerWrapper               Worker result SUCCESS for Work [ id=73bcde02-fab9-417c-864a-1c34fbd25f67, tags={ com.compressphotofast.worker.ImageCompressionWorker,compress_80979436 } ]
18:07:36.992 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776599136367 для URI: content://media/external/images/media/265618
18:07:36.992                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265618
18:07:36.992                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:36.995                                [ПРОЦЕСС] EXIF-данные получены из кэша для content://media/external/images/media/265618
18:07:36.996                                [ПРОЦЕСС] PerformanceMonitor: Cache hit - EXIF
18:07:36.996                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:36.996                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265618
18:07:36.998 WM-GreedyScheduler             Cancelling work ID 6c97be25-f32a-4ad0-8bcd-08b1ac9337a7
18:07:37.004 WM-PackageManagerHelper        androidx.work.impl.background.systemalarm.RescheduleReceiver disabled
18:07:37.007 WM-Processor                   Processor 73bcde02-fab9-417c-864a-1c34fbd25f67 executed; reschedule = false
18:07:37.007 WM-SystemJobService            73bcde02-fab9-417c-864a-1c34fbd25f67 executed on JobScheduler
18:07:37.008 WM-SystemFgDispatcher          Removing Notification (id: 1, workSpecId: WorkGenerationalId(workSpecId=73bcde02-fab9-417c-864a-1c34fbd25f67, generation=0), notificationType: 1
18:07:37.008 NotificationManager            com.compressphotofast: cancel(1)
18:07:37.008 WM-SystemFgDispatcher          Stopping foreground service
18:07:37.008 WM-SystemFgService             Shutting down.
18:07:37.009 WM-GreedyScheduler             Cancelling work ID 73bcde02-fab9-417c-864a-1c34fbd25f67
18:07:37.012 WM-SystemJobService            onStopJob for WorkGenerationalId(workSpecId=73bcde02-fab9-417c-864a-1c34fbd25f67, generation=0)
18:07:37.616 LogUtil                        [ПРОЦЕСС] MediaStoreObserver: URI content://media/external/images/media/265845 пропущен, так как недавно обработан.
18:07:37.880 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265617
18:07:37.880                                provider != null. Start to getTypeAsync:content://media/external/images/media/265617
18:07:38.030 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:38.030 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265617
18:07:38.243                                provider != null. Start to getTypeAsync:content://media/external/images/media/265617
18:07:38.361 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776599136384 для URI: content://media/external/images/media/265617
18:07:38.362                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265617
18:07:38.363                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:38.364                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265617
18:07:38.497                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776599136384 для URI: content://media/external/images/media/265617
18:07:38.498                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265617
18:07:38.498                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:38.499                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265615 -> true
18:07:38.812 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265615
18:07:38.813                                provider != null. Start to getTypeAsync:content://media/external/images/media/265615
18:07:38.825 LogUtil                        [ПРОЦЕСС] URI в периоде игнорирования: content://media/external/images/media/265857
18:07:38.825                                [ПРОЦЕСС] MediaStoreObserver: URI content://media/external/images/media/265857 пропущен, так как недавно обработан.
18:07:38.844                                [ПРОЦЕСС] URI в периоде игнорирования: content://media/external/images/media/265854
18:07:38.844                                [ПРОЦЕСС] MediaStoreObserver: URI content://media/external/images/media/265854 пропущен, так как недавно обработан.
18:07:38.850                                [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:38.851 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265615
18:07:38.851                                provider != null. Start to getTypeAsync:content://media/external/images/media/265615
18:07:38.869 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776599136370 для URI: content://media/external/images/media/265615
18:07:38.869                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265615
18:07:38.870                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:38.870                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265615
18:07:38.874                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776599136370 для URI: content://media/external/images/media/265615
18:07:38.874                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265615
18:07:38.876                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:38.901                                [ПРОЦЕСС] URI в периоде игнорирования: content://media/external/images/media/265861
18:07:38.901                                [ПРОЦЕСС] MediaStoreObserver: URI content://media/external/images/media/265861 пропущен, так как недавно обработан.
18:07:38.911 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265612
18:07:38.912                                provider != null. Start to getTypeAsync:content://media/external/images/media/265612
18:07:38.936 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:38.936 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265612
18:07:38.939                                provider != null. Start to getTypeAsync:content://media/external/images/media/265612
18:07:39.158 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776598035951 для URI: content://media/external/images/media/265612
18:07:39.158                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265612
18:07:39.158                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:39.356                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776598035951 для URI: content://media/external/images/media/265612
18:07:39.356                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265612
18:07:39.356                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:39.356                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265612
18:07:39.357                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265610 -> true
18:07:39.445 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265610
18:07:39.445                                provider != null. Start to getTypeAsync:content://media/external/images/media/265610
18:07:40.185                                provider != null. Start to getTypeAsync:content://media/external/images/media/265610
18:07:40.185 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:40.185 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265610
18:07:40.210 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776597122637 для URI: content://media/external/images/media/265610
18:07:40.210                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265610
18:07:40.211                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:40.212                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265610
18:07:40.271                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776597122637 для URI: content://media/external/images/media/265610
18:07:40.271                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265610
18:07:40.271                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:40.399                                [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265854 после задержки
18:07:40.790                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265854 -> true
18:07:41.128 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265606
18:07:41.129                                provider != null. Start to getTypeAsync:content://media/external/images/media/265606
18:07:41.592                                provider != null. Start to getTypeAsync:content://media/external/images/media/265606
18:07:41.592 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:41.592 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265606
18:07:41.781 LogUtil                        [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265857 после задержки
18:07:42.335                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776596705805 для URI: content://media/external/images/media/265606
18:07:42.335                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265606
18:07:42.336                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:42.336                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265606
18:07:42.344                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776596705805 для URI: content://media/external/images/media/265606
18:07:42.346                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265606
18:07:42.346                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:42.839                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265857 -> true
18:07:42.956                                [ПРОЦЕСС] MediaStoreObserver: начинаем обработку URI content://media/external/images/media/265861 после задержки
18:07:43.486                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265861 -> true
18:07:44.107 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265603
18:07:44.108                                provider != null. Start to getTypeAsync:content://media/external/images/media/265603
18:07:45.562 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:45.562 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265603
18:07:45.823                                provider != null. Start to getTypeAsync:content://media/external/images/media/265603
18:07:45.954 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776596714683 для URI: content://media/external/images/media/265603
18:07:45.955                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265603
18:07:45.956                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:45.971                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776596714683 для URI: content://media/external/images/media/265603
18:07:45.972                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265603
18:07:45.972                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:45.973                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265603
18:07:46.283 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265601
18:07:46.580                                provider != null. Start to getTypeAsync:content://media/external/images/media/265601
18:07:46.933 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:46.934 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265601
18:07:46.989                                provider != null. Start to getTypeAsync:content://media/external/images/media/265601
18:07:47.011 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776596701182 для URI: content://media/external/images/media/265601
18:07:47.012                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265601
18:07:47.014                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:47.057                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776596701182 для URI: content://media/external/images/media/265601
18:07:47.058                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265601
18:07:47.060                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:47.061                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265601
18:07:47.064                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265599 -> true
18:07:47.214 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265599
18:07:47.231                                provider != null. Start to getTypeAsync:content://media/external/images/media/265599
18:07:47.251 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:47.251 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265599
18:07:47.274                                provider != null. Start to getTypeAsync:content://media/external/images/media/265599
18:07:47.279 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776596344322 для URI: content://media/external/images/media/265599
18:07:47.279                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265599
18:07:47.279                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:47.292                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776596344322 для URI: content://media/external/images/media/265599
18:07:47.293                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265599
18:07:47.293                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:47.293                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265599
18:07:47.293                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265594 -> true
18:07:47.323 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265594
18:07:47.334                                provider != null. Start to getTypeAsync:content://media/external/images/media/265594
18:07:47.581 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:47.581 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265594
18:07:47.696                                provider != null. Start to getTypeAsync:content://media/external/images/media/265594
18:07:47.701 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776595181847 для URI: content://media/external/images/media/265594
18:07:47.701                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265594
18:07:47.702                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:48.147                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776595181847 для URI: content://media/external/images/media/265594
18:07:48.149                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265594
18:07:48.149                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:48.149                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265594
18:07:48.151                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265592 -> true
18:07:48.299 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265592
18:07:48.324                                provider != null. Start to getTypeAsync:content://media/external/images/media/265592
18:07:49.067 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:49.067 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265592
18:07:49.855 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:49.855 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265592
18:07:50.052 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776595152305 для URI: content://media/external/images/media/265592
18:07:50.054                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265592
18:07:50.056                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:50.138                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776595152305 для URI: content://media/external/images/media/265592
18:07:50.139                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265592
18:07:50.140                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:50.140                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265592
18:07:50.142                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265590 -> true
18:07:50.361 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265590
18:07:50.362                                provider != null. Start to getTypeAsync:content://media/external/images/media/265590
18:07:51.091 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:51.092 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265590
18:07:51.174                                provider != null. Start to getTypeAsync:content://media/external/images/media/265590
18:07:51.220 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776595102544 для URI: content://media/external/images/media/265590
18:07:51.222                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265590
18:07:51.224                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:51.238                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265590
18:07:51.239                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776595102544 для URI: content://media/external/images/media/265590
18:07:51.239                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265590
18:07:51.239                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:51.253                                [ПРОЦЕСС] Истек таймаут для батча: auto_batch_1_1776611217325
18:07:51.256                                [CompressionBatchTracker] Toast о батче сжатия отключен в настройках
18:07:51.257                                [ПРОЦЕСС] Обработан батч auto_batch_1_1776611217325: 16 результатов
18:07:51.273                                [NotificationUtil] Показано summary notification: 📦 Сжато 16 фото
18:07:51.273                                [ПРОЦЕСС] Показан групповой результат: 16 файлов (16 успешно, 0 пропущено)
18:07:51.282 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265589
18:07:51.283                                provider != null. Start to getTypeAsync:content://media/external/images/media/265589
18:07:51.382 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:51.382 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265589
18:07:51.383                                provider != null. Start to getTypeAsync:content://media/external/images/media/265589
18:07:51.392 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776595091883 для URI: content://media/external/images/media/265589
18:07:51.392                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265589
18:07:51.393                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:51.393                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265589
18:07:51.601 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265587
18:07:51.601                                provider != null. Start to getTypeAsync:content://media/external/images/media/265587
18:07:52.266                                provider != null. Start to getTypeAsync:content://media/external/images/media/265587
18:07:52.266 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:52.267 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265587
18:07:52.569 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776595004612 для URI: content://media/external/images/media/265587
18:07:52.569                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265587
18:07:52.569                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:52.760                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776595004612 для URI: content://media/external/images/media/265587
18:07:52.760                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265587
18:07:52.761                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:52.761                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265587
18:07:53.790 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265586
18:07:53.963                                provider != null. Start to getTypeAsync:content://media/external/images/media/265586
18:07:54.501 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:54.502 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265586
18:07:54.696                                provider != null. Start to getTypeAsync:content://media/external/images/media/265586
18:07:54.710 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776594984833 для URI: content://media/external/images/media/265586
18:07:54.710                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265586
18:07:54.711                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:54.711                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776594984833 для URI: content://media/external/images/media/265586
18:07:54.711                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265586
18:07:54.717                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:54.723                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265586
18:07:54.730                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265585 -> true
18:07:54.750 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265585
18:07:54.755                                provider != null. Start to getTypeAsync:content://media/external/images/media/265585
18:07:54.821 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:54.821 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265585
18:07:54.821                                provider != null. Start to getTypeAsync:content://media/external/images/media/265585
18:07:54.894 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776594971824 для URI: content://media/external/images/media/265585
18:07:54.894                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265585
18:07:54.894                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:54.894                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265585
18:07:55.127 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265584
18:07:55.127                                provider != null. Start to getTypeAsync:content://media/external/images/media/265584
18:07:55.641 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:55.641 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265584
18:07:55.764                                provider != null. Start to getTypeAsync:content://media/external/images/media/265584
18:07:55.773 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776594959720 для URI: content://media/external/images/media/265584
18:07:55.773                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265584
18:07:55.773                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
